NOC,Region,Occupational category
#3132,Thompson-Okanagan,High opportunity occupations
#3141,Thompson-Okanagan,High opportunity occupations
#3142,Thompson-Okanagan,High opportunity occupations
#3143,Thompson-Okanagan,High opportunity occupations
#3144,Thompson-Okanagan,High opportunity occupations
#3211,Thompson-Okanagan,High opportunity occupations
#3212,Thompson-Okanagan,High opportunity occupations
#3215,Thompson-Okanagan,High opportunity occupations
#3219,Thompson-Okanagan,High opportunity occupations
#3231,Thompson-Okanagan,High opportunity occupations
#3232,Thompson-Okanagan,High opportunity occupations
#3233,Thompson-Okanagan,High opportunity occupations
#3236,Thompson-Okanagan,High opportunity occupations
#3413,Thompson-Okanagan,High opportunity occupations
#3414,Thompson-Okanagan,High opportunity occupations
#4011,Thompson-Okanagan,High opportunity occupations
#4012,Thompson-Okanagan,High opportunity occupations
#4021,Thompson-Okanagan,High opportunity occupations
#4033,Thompson-Okanagan,High opportunity occupations
#4112,Thompson-Okanagan,High opportunity occupations
#4152,Thompson-Okanagan,High opportunity occupations
#4153,Thompson-Okanagan,High opportunity occupations
#4154,Thompson-Okanagan,High opportunity occupations
#4161,Thompson-Okanagan,High opportunity occupations
#4163,Thompson-Okanagan,High opportunity occupations
#4165,Thompson-Okanagan,High opportunity occupations
#4166,Thompson-Okanagan,High opportunity occupations
#4212,Thompson-Okanagan,High opportunity occupations
#4216,Thompson-Okanagan,High opportunity occupations
#4312,Thompson-Okanagan,High opportunity occupations
#5121,Thompson-Okanagan,High opportunity occupations
#5131,Thompson-Okanagan,High opportunity occupations
#5133,Thompson-Okanagan,High opportunity occupations
#5136,Thompson-Okanagan,High opportunity occupations
#5241,Thompson-Okanagan,High opportunity occupations
#6211,Thompson-Okanagan,High opportunity occupations
#6221,Thompson-Okanagan,High opportunity occupations
#6222,Thompson-Okanagan,High opportunity occupations
#6232,Thompson-Okanagan,High opportunity occupations
#7301,Thompson-Okanagan,High opportunity occupations
#7302,Thompson-Okanagan,High opportunity occupations
#7304,Thompson-Okanagan,High opportunity occupations
#7305,Thompson-Okanagan,High opportunity occupations
#7312,Thompson-Okanagan,High opportunity occupations
#7314,Thompson-Okanagan,High opportunity occupations
#7335,Thompson-Okanagan,High opportunity occupations
#7361,Thompson-Okanagan,High opportunity occupations
#7362,Thompson-Okanagan,High opportunity occupations
#8255,Thompson-Okanagan,High opportunity occupations
#0011,Vancouver Island / Coast,High opportunity occupations
#0012,Vancouver Island / Coast,High opportunity occupations
#0013,Vancouver Island / Coast,High opportunity occupations
#0014,Vancouver Island / Coast,High opportunity occupations
#0015,Vancouver Island / Coast,High opportunity occupations
#0016,Vancouver Island / Coast,High opportunity occupations
#0111,Vancouver Island / Coast,High opportunity occupations
#0112,Vancouver Island / Coast,High opportunity occupations
#0113,Vancouver Island / Coast,High opportunity occupations
#0114,Vancouver Island / Coast,High opportunity occupations
#0121,Vancouver Island / Coast,High opportunity occupations
#0122,Vancouver Island / Coast,High opportunity occupations
#0124,Vancouver Island / Coast,High opportunity occupations
#0125,Vancouver Island / Coast,High opportunity occupations
#0211,Vancouver Island / Coast,High opportunity occupations
#0212,Vancouver Island / Coast,High opportunity occupations
#0213,Vancouver Island / Coast,High opportunity occupations
#0311,Vancouver Island / Coast,High opportunity occupations
#0412,Vancouver Island / Coast,High opportunity occupations
#0414,Vancouver Island / Coast,High opportunity occupations
#0421,Vancouver Island / Coast,High opportunity occupations
#0422,Vancouver Island / Coast,High opportunity occupations
#0423,Vancouver Island / Coast,High opportunity occupations
#0432,Vancouver Island / Coast,High opportunity occupations
#0433,Vancouver Island / Coast,High opportunity occupations
#0511,Vancouver Island / Coast,High opportunity occupations
#0513,Vancouver Island / Coast,High opportunity occupations
#0601,Vancouver Island / Coast,High opportunity occupations
#0621,Vancouver Island / Coast,High opportunity occupations
#0631,Vancouver Island / Coast,High opportunity occupations
#0632,Vancouver Island / Coast,High opportunity occupations
#0651,Vancouver Island / Coast,High opportunity occupations
#0711,Vancouver Island / Coast,High opportunity occupations
#0714,Vancouver Island / Coast,High opportunity occupations
#0731,Vancouver Island / Coast,High opportunity occupations
#0811,Vancouver Island / Coast,High opportunity occupations
#0821,Vancouver Island / Coast,High opportunity occupations
#0912,Vancouver Island / Coast,High opportunity occupations
#1111,Vancouver Island / Coast,High opportunity occupations
#1112,Vancouver Island / Coast,High opportunity occupations
#1113,Vancouver Island / Coast,High opportunity occupations
#1114,Vancouver Island / Coast,High opportunity occupations
#1121,Vancouver Island / Coast,High opportunity occupations
#1122,Vancouver Island / Coast,High opportunity occupations
#1123,Vancouver Island / Coast,High opportunity occupations
#1214,Vancouver Island / Coast,High opportunity occupations
#1221,Vancouver Island / Coast,High opportunity occupations
#1243,Vancouver Island / Coast,High opportunity occupations
#1251,Vancouver Island / Coast,High opportunity occupations
#1512,Vancouver Island / Coast,High opportunity occupations
#2113,Vancouver Island / Coast,High opportunity occupations
#2121,Vancouver Island / Coast,High opportunity occupations
#2131,Vancouver Island / Coast,High opportunity occupations
#2132,Vancouver Island / Coast,High opportunity occupations
#2133,Vancouver Island / Coast,High opportunity occupations
#2143,Vancouver Island / Coast,High opportunity occupations
#2144,Vancouver Island / Coast,High opportunity occupations
#2145,Vancouver Island / Coast,High opportunity occupations
#2147,Vancouver Island / Coast,High opportunity occupations
#2151,Vancouver Island / Coast,High opportunity occupations
#2171,Vancouver Island / Coast,High opportunity occupations
#2172,Vancouver Island / Coast,High opportunity occupations
#2173,Vancouver Island / Coast,High opportunity occupations
#2174,Vancouver Island / Coast,High opportunity occupations
#2175,Vancouver Island / Coast,High opportunity occupations
#2242,Vancouver Island / Coast,High opportunity occupations
#2251,Vancouver Island / Coast,High opportunity occupations
#2264,Vancouver Island / Coast,High opportunity occupations
#2271,Vancouver Island / Coast,High opportunity occupations
#2273,Vancouver Island / Coast,High opportunity occupations
#2274,Vancouver Island / Coast,High opportunity occupations
#2281,Vancouver Island / Coast,High opportunity occupations
#2282,Vancouver Island / Coast,High opportunity occupations
#2283,Vancouver Island / Coast,High opportunity occupations
#3011,Vancouver Island / Coast,High opportunity occupations
#3012,Vancouver Island / Coast,High opportunity occupations
#3111,Vancouver Island / Coast,High opportunity occupations
#3112,Vancouver Island / Coast,High opportunity occupations
#3113,Vancouver Island / Coast,High opportunity occupations
#3114,Vancouver Island / Coast,High opportunity occupations
#3121,Vancouver Island / Coast,High opportunity occupations
#3122,Vancouver Island / Coast,High opportunity occupations
#3124,Vancouver Island / Coast,High opportunity occupations
#3125,Vancouver Island / Coast,High opportunity occupations
#3131,Vancouver Island / Coast,High opportunity occupations
#3132,Vancouver Island / Coast,High opportunity occupations
#3141,Vancouver Island / Coast,High opportunity occupations
#3142,Vancouver Island / Coast,High opportunity occupations
#3143,Vancouver Island / Coast,High opportunity occupations
#3144,Vancouver Island / Coast,High opportunity occupations
#3211,Vancouver Island / Coast,High opportunity occupations
#3212,Vancouver Island / Coast,High opportunity occupations
#3215,Vancouver Island / Coast,High opportunity occupations
#3216,Vancouver Island / Coast,High opportunity occupations
#3219,Vancouver Island / Coast,High opportunity occupations
#3222,Vancouver Island / Coast,High opportunity occupations
#3232,Vancouver Island / Coast,High opportunity occupations
#3233,Vancouver Island / Coast,High opportunity occupations
#3234,Vancouver Island / Coast,High opportunity occupations
#3236,Vancouver Island / Coast,High opportunity occupations
#3413,Vancouver Island / Coast,High opportunity occupations
#3414,Vancouver Island / Coast,High opportunity occupations
#4011,Vancouver Island / Coast,High opportunity occupations
#4021,Vancouver Island / Coast,High opportunity occupations
#4151,Vancouver Island / Coast,High opportunity occupations
#4152,Vancouver Island / Coast,High opportunity occupations
#4153,Vancouver Island / Coast,High opportunity occupations
#4154,Vancouver Island / Coast,High opportunity occupations
#4156,Vancouver Island / Coast,High opportunity occupations
#4161,Vancouver Island / Coast,High opportunity occupations
#4163,Vancouver Island / Coast,High opportunity occupations
#4166,Vancouver Island / Coast,High opportunity occupations
#4216,Vancouver Island / Coast,High opportunity occupations
#4311,Vancouver Island / Coast,High opportunity occupations
#4312,Vancouver Island / Coast,High opportunity occupations
#5121,Vancouver Island / Coast,High opportunity occupations
#5133,Vancouver Island / Coast,High opportunity occupations
#6211,Vancouver Island / Coast,High opportunity occupations
#6221,Vancouver Island / Coast,High opportunity occupations
#6222,Vancouver Island / Coast,High opportunity occupations
#6231,Vancouver Island / Coast,High opportunity occupations
#6232,Vancouver Island / Coast,High opportunity occupations
#6235,Vancouver Island / Coast,High opportunity occupations
#7305,Vancouver Island / Coast,High opportunity occupations
#7311,Vancouver Island / Coast,High opportunity occupations
#0131,All,STEM occupations
#0211,All,STEM occupations
#0212,All,STEM occupations
#0213,All,STEM occupations
#0512,All,STEM occupations
#2111,All,STEM occupations
#2112,All,STEM occupations
#2113,All,STEM occupations
#2114,All,STEM occupations
#2115,All,STEM occupations
#2121,All,STEM occupations
#2122,All,STEM occupations
#2123,All,STEM occupations
#2131,All,STEM occupations
#2132,All,STEM occupations
#2133,All,STEM occupations
#2134,All,STEM occupations
#2141,All,STEM occupations
